# 0.777288
中	CHN	丨	O/0.999771	O/0.999771	R-B/0.000229	R-I/0.000000
无	CHN	无	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
意	CHN	心	O/0.999945	O/0.999945	R-B/0.000055	R-I/0.000000
识	CHN	讠	O/0.999988	O/0.999988	R-B/0.000001	R-I/0.000011
异	CHN	廾	O/0.999984	O/0.999984	R-B/0.000016	R-I/0.000000
常	CHN	巾	O/0.999997	O/0.999997	R-B/0.000001	R-I/0.000002
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
不	CHN	一	O/0.999976	O/0.999976	R-B/0.000024	R-I/0.000000
伴	CHN	亻	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000000
恶	CHN	心	R-B/0.999024	O/0.000976	R-B/0.999024	R-I/0.000001
心	CHN	心	R-I/0.998158	O/0.001142	R-B/0.000700	R-I/0.998158
呕	CHN	口	R-B/0.974605	O/0.001397	R-B/0.974605	R-I/0.023998
吐	CHN	口	R-I/0.996809	O/0.002795	R-B/0.000396	R-I/0.996809
。	PUNC	-	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000000
右	CHN	口	R-B/0.999938	O/0.000062	R-B/0.999938	R-I/0.000000
肩	CHN	月	R-I/0.999861	O/0.000002	R-B/0.000137	R-I/0.999861
部	CHN	阝	R-I/0.999744	O/0.000255	R-B/0.000001	R-I/0.999744
及	CHN	又	O/0.999832	O/0.999832	R-B/0.000002	R-I/0.000167
右	CHN	口	R-B/0.999767	O/0.000080	R-B/0.999767	R-I/0.000153
髋	CHN	骨	R-I/0.999896	O/0.000007	R-B/0.000097	R-I/0.999896
部	CHN	阝	R-I/0.999754	O/0.000241	R-B/0.000005	R-I/0.999754
疼	CHN	疒	R-B/0.999911	O/0.000020	R-B/0.999911	R-I/0.000069
痛	CHN	疒	R-I/0.999740	O/0.000121	R-B/0.000139	R-I/0.999740
明	CHN	日	O/0.999927	O/0.999927	R-B/0.000002	R-I/0.000071
显	CHN	日	O/0.999994	O/0.999994	R-B/0.000001	R-I/0.000005
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
不	CHN	一	O/0.999743	O/0.999743	R-B/0.000257	R-I/0.000000
能	CHN	月	O/0.999726	O/0.999726	R-B/0.000039	R-I/0.000235
站	CHN	立	O/0.999969	O/0.999969	R-B/0.000005	R-I/0.000025
立	CHN	立	O/0.999963	O/0.999963	R-B/0.000020	R-I/0.000017
行	CHN	行	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
走	CHN	走	O/0.999993	O/0.999993	R-B/0.000007	R-I/0.000000
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
伤	CHN	亻	O/0.998306	O/0.998306	R-B/0.001693	R-I/0.000001
后	CHN	口	O/0.999994	O/0.999994	R-B/0.000000	R-I/0.000006
由	CHN	田	O/0.999984	O/0.999984	R-B/0.000010	R-I/0.000006
1	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
2	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
0	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
车	CHN	车	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
接	CHN	扌	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
来	CHN	木	O/0.999988	O/0.999988	R-B/0.000012	R-I/0.000000
本	CHN	木	O/0.999996	O/0.999996	R-B/0.000003	R-I/0.000000
院	CHN	阝	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
门	CHN	门	O/0.999993	O/0.999993	R-B/0.000007	R-I/0.000000
诊	CHN	讠	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
行	CHN	行	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
头	CHN	大	R-B/0.999997	O/0.000000	R-B/0.999997	R-I/0.000003
颅	CHN	页	R-I/1.000000	O/0.000000	R-B/0.000000	R-I/1.000000
C	ENG	-	R-I/0.999960	O/0.000007	R-B/0.000033	R-I/0.999960
T	ENG	-	R-I/0.999956	O/0.000042	R-B/0.000001	R-I/0.999956
:	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
未	CHN	木	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
见	CHN	见	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
异	CHN	廾	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
常	CHN	巾	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000000
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
右	CHN	口	R-B/0.998999	O/0.001000	R-B/0.998999	R-I/0.000000
肩	CHN	月	R-I/0.998978	O/0.000989	R-B/0.000033	R-I/0.998978
、	PUNC	-	O/0.940386	O/0.940386	R-B/0.000105	R-I/0.059509
右	CHN	口	R-B/0.940576	O/0.000022	R-B/0.940576	R-I/0.059402
髋	CHN	骨	R-I/0.999976	O/0.000000	R-B/0.000024	R-I/0.999976
关	CHN	丷	R-I/0.999998	O/0.000000	R-B/0.000002	R-I/0.999998
节	CHN	艹	R-I/1.000000	O/0.000000	R-B/0.000000	R-I/1.000000
X	ENG	-	R-I/0.998154	O/0.000755	R-B/0.001092	R-I/0.998154
线	CHN	纟	R-I/0.990815	O/0.009180	R-B/0.000004	R-I/0.990815
拍	CHN	扌	R-I/0.930888	O/0.057009	R-B/0.012103	R-I/0.930888
片	CHN	片	R-I/0.942447	O/0.057526	R-B/0.000027	R-I/0.942447
:	PUNC	-	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000001
未	CHN	木	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
见	CHN	见	O/0.999997	O/0.999997	R-B/0.000003	R-I/0.000000
异	CHN	廾	O/0.999978	O/0.999978	R-B/0.000022	R-I/0.000000
常	CHN	巾	O/0.999997	O/0.999997	R-B/0.000000	R-I/0.000003
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
门	CHN	门	O/0.999930	O/0.999930	R-B/0.000070	R-I/0.000000
诊	CHN	讠	O/0.999988	O/0.999988	R-B/0.000000	R-I/0.000012
未	CHN	木	O/0.999990	O/0.999990	R-B/0.000009	R-I/0.000002
予	CHN	亅	O/0.999797	O/0.999797	R-B/0.000193	R-I/0.000010
以	CHN	人	O/0.999754	O/0.999754	R-B/0.000055	R-I/0.000191
药	CHN	艹	O/0.981668	O/0.981668	R-B/0.018031	R-I/0.000300
物	CHN	牜	O/0.980940	O/0.980940	R-B/0.000505	R-I/0.018556
治	CHN	氵	O/0.999991	O/0.999991	R-B/0.000002	R-I/0.000007
疗	CHN	疒	O/0.999993	O/0.999993	R-B/0.000001	R-I/0.000006
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
病	CHN	疒	O/0.999971	O/0.999971	R-B/0.000029	R-I/0.000000
情	CHN	忄	O/0.999983	O/0.999983	R-B/0.000010	R-I/0.000006
无	CHN	无	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
明	CHN	日	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
显	CHN	日	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
变	CHN	又	O/0.999669	O/0.999669	R-B/0.000331	R-I/0.000000
化	CHN	匕	O/0.999671	O/0.999671	R-B/0.000002	R-I/0.000327
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
以	CHN	人	O/0.999995	O/0.999995	R-B/0.000005	R-I/0.000000
1	NUM	-	O/0.999996	O/0.999996	R-B/0.000004	R-I/0.000000
.	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
头	CHN	大	R-B/0.979218	O/0.020775	R-B/0.979218	R-I/0.000007
外	CHN	夕	O/0.752630	O/0.752630	R-B/0.000194	R-I/0.247177
伤	CHN	亻	O/0.817003	O/0.817003	R-B/0.000014	R-I/0.182983
后	CHN	口	O/0.847340	O/0.847340	R-B/0.000009	R-I/0.152650
神	CHN	礻	O/0.849189	O/0.849189	R-B/0.000014	R-I/0.150797
经	CHN	纟	O/0.860765	O/0.860765	R-B/0.000000	R-I/0.139235
反	CHN	又	O/0.975979	O/0.975979	R-B/0.000299	R-I/0.023722
应	CHN	广	O/0.981157	O/0.981157	R-B/0.000001	R-I/0.018842
2	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
.	PUNC	-	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
多	CHN	夕	O/0.499648	O/0.499648	R-B/0.500352	R-I/0.000000
处	CHN	夂	O/0.500216	O/0.500216	R-B/0.000086	R-I/0.499698
软	CHN	车	R-B/0.500652	O/0.000011	R-B/0.500652	R-I/0.499338
组	CHN	纟	R-I/0.999997	O/0.000000	R-B/0.000003	R-I/0.999997
织	CHN	纟	R-I/1.000000	O/0.000000	R-B/0.000000	R-I/1.000000
损	CHN	扌	R-I/0.999126	O/0.000843	R-B/0.000031	R-I/0.999126
伤	CHN	亻	R-I/0.999067	O/0.000932	R-B/0.000000	R-I/0.999067
收	CHN	攵	O/0.999741	O/0.999741	R-B/0.000113	R-I/0.000146
入	CHN	入	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
院	CHN	阝	O/0.999997	O/0.999997	R-B/0.000003	R-I/0.000000
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
2	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
.	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
查	CHN	木	R-B/0.999953	O/0.000045	R-B/0.999953	R-I/0.000001
体	CHN	亻	R-I/0.999957	O/0.000042	R-B/0.000000	R-I/0.999957
:	PUNC	-	O/0.999123	O/0.999123	R-B/0.000188	R-I/0.000688
体	CHN	亻	R-B/0.990020	O/0.008940	R-B/0.990020	R-I/0.001040
温	CHN	氵	R-I/0.990626	O/0.009322	R-B/0.000052	R-I/0.990626
3	NUM	-	O/0.999995	O/0.999995	R-B/0.000000	R-I/0.000005
6	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
.	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
4	NUM	-	O/0.999994	O/0.999994	R-B/0.000006	R-I/0.000000
℃	OTHER	-	O/0.999996	O/0.999996	R-B/0.000000	R-I/0.000004
、	PUNC	-	O/0.999955	O/0.999955	R-B/0.000042	R-I/0.000003
脉	CHN	月	R-B/0.998170	O/0.001382	R-B/0.998170	R-I/0.000448
搏	CHN	扌	R-I/0.979537	O/0.020453	R-B/0.000010	R-I/0.979537
7	NUM	-	O/0.999928	O/0.999928	R-B/0.000010	R-I/0.000062
0	NUM	-	O/0.999976	O/0.999976	R-B/0.000004	R-I/0.000020
次	CHN	欠	O/0.999997	O/0.999997	R-B/0.000001	R-I/0.000002
\	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
分	CHN	刀	O/0.999553	O/0.999553	R-B/0.000446	R-I/0.000001
、	PUNC	-	O/0.999992	O/0.999992	R-B/0.000008	R-I/0.000000
呼	CHN	口	R-B/0.999697	O/0.000303	R-B/0.999697	R-I/0.000000
吸	CHN	口	R-I/0.999298	O/0.000702	R-B/0.000000	R-I/0.999298
2	NUM	-	O/0.996055	O/0.996055	R-B/0.000017	R-I/0.003928
0	NUM	-	O/0.998930	O/0.998930	R-B/0.000001	R-I/0.001069
次	CHN	欠	O/0.999959	O/0.999959	R-B/0.000000	R-I/0.000040
\	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
分	CHN	刀	O/0.999980	O/0.999980	R-B/0.000020	R-I/0.000000
、	PUNC	-	O/0.999996	O/0.999996	R-B/0.000004	R-I/0.000000
血	CHN	血	R-B/0.999960	O/0.000039	R-B/0.999960	R-I/0.000001
压	CHN	厂	R-I/0.999924	O/0.000075	R-B/0.000001	R-I/0.999924
1	NUM	-	O/0.999944	O/0.999944	R-B/0.000003	R-I/0.000052
3	NUM	-	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000001
0	NUM	-	O/0.999997	O/0.999997	R-B/0.000003	R-I/0.000001
\	PUNC	-	O/0.999997	O/0.999997	R-B/0.000001	R-I/0.000002
8	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
0	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
m	ENG	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
m	ENG	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
h	ENG	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
g	ENG	-	O/0.999994	O/0.999994	R-B/0.000006	R-I/0.000000
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
神	CHN	礻	O/0.999930	O/0.999930	R-B/0.000070	R-I/0.000000
志	CHN	心	O/0.999928	O/0.999928	R-B/0.000014	R-I/0.000057
清	CHN	氵	O/0.999858	O/0.999858	R-B/0.000107	R-I/0.000034
晰	CHN	日	O/0.999834	O/0.999834	R-B/0.000022	R-I/0.000144
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
推	CHN	扌	O/0.999992	O/0.999992	R-B/0.000008	R-I/0.000000
入	CHN	入	O/0.999998	O/0.999998	R-B/0.000000	R-I/0.000001
病	CHN	疒	O/0.999987	O/0.999987	R-B/0.000013	R-I/0.000000
室	CHN	宀	O/0.999983	O/0.999983	R-B/0.000006	R-I/0.000011
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
头	CHN	大	R-B/0.925913	O/0.074084	R-B/0.925913	R-I/0.000003
枕	CHN	木	R-I/0.898640	O/0.101262	R-B/0.000098	R-I/0.898640
上	CHN	一	O/0.893897	O/0.893897	R-B/0.000247	R-I/0.105856
方	CHN	方	O/0.916639	O/0.916639	R-B/0.000004	R-I/0.083357
广	CHN	广	O/0.991825	O/0.991825	R-B/0.000012	R-I/0.008163
泛	CHN	氵	O/0.988799	O/0.988799	R-B/0.006514	R-I/0.004686
压	CHN	厂	R-B/0.999576	O/0.000422	R-B/0.999576	R-I/0.000003
痛	CHN	疒	R-I/0.999521	O/0.000476	R-B/0.000003	R-I/0.999521
,	PUNC	-	O/0.999998	O/0.999998	R-B/0.000000	R-I/0.000002
未	CHN	木	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
见	CHN	见	O/0.999991	O/0.999991	R-B/0.000009	R-I/0.000000
明	CHN	日	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
显	CHN	日	O/0.999980	O/0.999980	R-B/0.000020	R-I/0.000000
肿	CHN	月	R-B/0.999308	O/0.000692	R-B/0.999308	R-I/0.000000
胀	CHN	月	R-I/0.999207	O/0.000751	R-B/0.000042	R-I/0.999207
。	PUNC	-	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000000
右	CHN	口	R-B/0.999984	O/0.000016	R-B/0.999984	R-I/0.000000
肩	CHN	月	R-I/0.999849	O/0.000013	R-B/0.000138	R-I/0.999849
部	CHN	阝	R-I/0.905641	O/0.094097	R-B/0.000262	R-I/0.905641
压	CHN	厂	R-B/0.999274	O/0.000624	R-B/0.999274	R-I/0.000102
痛	CHN	疒	R-I/0.999242	O/0.000754	R-B/0.000003	R-I/0.999242
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
活	CHN	氵	O/0.999988	O/0.999988	R-B/0.000012	R-I/0.000000
动	CHN	力	O/0.999994	O/0.999994	R-B/0.000001	R-I/0.000005
受	CHN	又	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
限	CHN	阝	O/0.999976	O/0.999976	R-B/0.000024	R-I/0.000000
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
未	CHN	木	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
触	CHN	角	O/0.999854	O/0.999854	R-B/0.000144	R-I/0.000002
及	CHN	又	O/0.999994	O/0.999994	R-B/0.000004	R-I/0.000002
骨	CHN	骨	R-B/0.997056	O/0.002941	R-B/0.997056	R-I/0.000003
折	CHN	扌	R-I/0.995871	O/0.004021	R-B/0.000107	R-I/0.995871
征	CHN	彳	O/0.945385	O/0.945385	R-B/0.000006	R-I/0.054609
,	PUNC	-	O/0.999993	O/0.999993	R-B/0.000000	R-I/0.000007
关	CHN	丷	O/0.895946	O/0.895946	R-B/0.104035	R-I/0.000019
节	CHN	艹	O/0.894313	O/0.894313	R-B/0.001308	R-I/0.104378
未	CHN	木	O/0.999995	O/0.999995	R-B/0.000000	R-I/0.000005
见	CHN	见	O/0.999976	O/0.999976	R-B/0.000024	R-I/0.000000
畸	CHN	田	R-B/0.998033	O/0.001938	R-B/0.998033	R-I/0.000029
形	CHN	彡	R-I/0.997925	O/0.002070	R-B/0.000005	R-I/0.997925
。	PUNC	-	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000001
右	CHN	口	R-B/0.999988	O/0.000011	R-B/0.999988	R-I/0.000001
髋	CHN	骨	R-I/0.999987	O/0.000010	R-B/0.000003	R-I/0.999987
部	CHN	阝	R-I/0.999106	O/0.000789	R-B/0.000105	R-I/0.999106
压	CHN	厂	R-B/0.999920	O/0.000005	R-B/0.999920	R-I/0.000075
痛	CHN	疒	R-I/0.999991	O/0.000009	R-B/0.000000	R-I/0.999991
,	PUNC	-	O/0.999995	O/0.999995	R-B/0.000000	R-I/0.000005
未	CHN	木	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
见	CHN	见	O/0.999129	O/0.999129	R-B/0.000869	R-I/0.000002
皮	CHN	皮	O/0.910309	O/0.910309	R-B/0.088726	R-I/0.000965
肤	CHN	月	O/0.909878	O/0.909878	R-B/0.001166	R-I/0.088955
红	CHN	纟	R-B/0.998371	O/0.001606	R-B/0.998371	R-I/0.000023
肿	CHN	月	R-I/0.998071	O/0.001692	R-B/0.000237	R-I/0.998071
,	PUNC	-	O/0.999997	O/0.999997	R-B/0.000000	R-I/0.000003
活	CHN	氵	O/0.999981	O/0.999981	R-B/0.000019	R-I/0.000000
动	CHN	力	O/0.999998	O/0.999998	R-B/0.000000	R-I/0.000002
正	CHN	止	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
常	CHN	巾	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
双	CHN	又	R-B/0.999640	O/0.000360	R-B/0.999640	R-I/0.000000
下	CHN	一	R-I/0.999606	O/0.000002	R-B/0.000392	R-I/0.999606
肢	CHN	月	R-I/0.999998	O/0.000002	R-B/0.000000	R-I/0.999998
感	CHN	心	O/0.999903	O/0.999903	R-B/0.000001	R-I/0.000096
觉	CHN	见	O/0.999962	O/0.999962	R-B/0.000006	R-I/0.000032
及	CHN	又	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
运	CHN	辶	O/0.999873	O/0.999873	R-B/0.000127	R-I/0.000000
动	CHN	力	O/0.999899	O/0.999899	R-B/0.000001	R-I/0.000100
正	CHN	止	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
常	CHN	巾	O/0.999997	O/0.999997	R-B/0.000003	R-I/0.000000
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
3	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
.	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
门	CHN	门	O/0.999432	O/0.999432	R-B/0.000566	R-I/0.000002
诊	CHN	讠	O/0.999902	O/0.999902	R-B/0.000000	R-I/0.000098
资	CHN	贝	O/0.999867	O/0.999867	R-B/0.000077	R-I/0.000056
料	CHN	斗	O/0.999788	O/0.999788	R-B/0.000080	R-I/0.000131
:	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
头	CHN	大	R-B/0.999846	O/0.000145	R-B/0.999846	R-I/0.000009
颅	CHN	页	R-I/0.999853	O/0.000141	R-B/0.000006	R-I/0.999853
C	ENG	-	R-I/0.999358	O/0.000284	R-B/0.000358	R-I/0.999358
T	ENG	-	R-I/0.999665	O/0.000317	R-B/0.000018	R-I/0.999665
:	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
未	CHN	木	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
见	CHN	见	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
异	CHN	廾	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
常	CHN	巾	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000000
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
右	CHN	口	R-B/0.998999	O/0.001000	R-B/0.998999	R-I/0.000000
肩	CHN	月	R-I/0.998978	O/0.000989	R-B/0.000033	R-I/0.998978
、	PUNC	-	O/0.940386	O/0.940386	R-B/0.000105	R-I/0.059509
右	CHN	口	R-B/0.940576	O/0.000022	R-B/0.940576	R-I/0.059402
髋	CHN	骨	R-I/0.999976	O/0.000000	R-B/0.000024	R-I/0.999976
关	CHN	丷	R-I/0.999998	O/0.000000	R-B/0.000002	R-I/0.999998
节	CHN	艹	R-I/1.000000	O/0.000000	R-B/0.000000	R-I/1.000000
X	ENG	-	R-I/0.998154	O/0.000755	R-B/0.001092	R-I/0.998154
线	CHN	纟	R-I/0.990815	O/0.009180	R-B/0.000004	R-I/0.990815
拍	CHN	扌	R-I/0.930888	O/0.057009	R-B/0.012103	R-I/0.930888
片	CHN	片	R-I/0.942447	O/0.057526	R-B/0.000027	R-I/0.942447
:	PUNC	-	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000001
未	CHN	木	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
见	CHN	见	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
异	CHN	廾	O/0.999963	O/0.999963	R-B/0.000037	R-I/0.000000
常	CHN	巾	O/0.999994	O/0.999994	R-B/0.000000	R-I/0.000005
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
右	CHN	口	R-B/0.999979	O/0.000020	R-B/0.999979	R-I/0.000000
肩	CHN	月	R-I/0.999971	O/0.000001	R-B/0.000028	R-I/0.999971
关	CHN	丷	R-I/0.999908	O/0.000025	R-B/0.000067	R-I/0.999908
节	CHN	艹	R-I/0.999987	O/0.000013	R-B/0.000000	R-I/0.999987
C	ENG	-	R-I/0.997133	O/0.000033	R-B/0.002834	R-I/0.997133
T	ENG	-	R-I/0.999921	O/0.000079	R-B/0.000001	R-I/0.999921
:	PUNC	-	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000001
未	CHN	木	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
见	CHN	见	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
异	CHN	廾	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
常	CHN	巾	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000

# 0.613194
患	CHN	心	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
者	CHN	耂	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
入	CHN	入	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
院	CHN	阝	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
后	CHN	口	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000000
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
完	CHN	宀	O/0.999798	O/0.999798	R-B/0.000202	R-I/0.000000
善	CHN	口	O/0.999995	O/0.999995	R-B/0.000003	R-I/0.000002
相	CHN	目	O/0.999724	O/0.999724	R-B/0.000275	R-I/0.000001
关	CHN	丷	O/0.999817	O/0.999817	R-B/0.000001	R-I/0.000182
检	CHN	木	O/0.999961	O/0.999961	R-B/0.000003	R-I/0.000036
查	CHN	木	O/0.999949	O/0.999949	R-B/0.000016	R-I/0.000036
及	CHN	又	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
化	CHN	匕	O/0.999973	O/0.999973	R-B/0.000027	R-I/0.000000
验	CHN	马	O/0.999966	O/0.999966	R-B/0.000006	R-I/0.000028
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
明	CHN	日	O/0.999939	O/0.999939	R-B/0.000061	R-I/0.000000
确	CHN	石	O/0.999979	O/0.999979	R-B/0.000003	R-I/0.000018
诊	CHN	讠	O/0.999998	O/0.999998	R-B/0.000000	R-I/0.000002
断	CHN	斤	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
后	CHN	口	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
无	CHN	无	O/0.999996	O/0.999996	R-B/0.000004	R-I/0.000000
明	CHN	日	O/0.999382	O/0.999382	R-B/0.000613	R-I/0.000005
确	CHN	石	O/0.999414	O/0.999414	R-B/0.000021	R-I/0.000565
手	CHN	手	O/0.999516	O/0.999516	R-B/0.000228	R-I/0.000256
术	CHN	木	O/0.999668	O/0.999668	R-B/0.000002	R-I/0.000330
禁	CHN	示	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000001
忌	CHN	心	O/0.999658	O/0.999658	R-B/0.000340	R-I/0.000001
症	CHN	疒	O/0.999579	O/0.999579	R-B/0.000075	R-I/0.000346
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
患	CHN	心	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
者	CHN	耂	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
于	CHN	二	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
2	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
0	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
1	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
6	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
-	PUNC	-	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
0	NUM	-	O/0.999962	O/0.999962	R-B/0.000038	R-I/0.000000
5	NUM	-	O/0.999965	O/0.999965	R-B/0.000002	R-I/0.000033
-	PUNC	-	O/0.999971	O/0.999971	R-B/0.000000	R-I/0.000029
2	NUM	-	O/0.999966	O/0.999966	R-B/0.000013	R-I/0.000021
0	NUM	-	O/0.999975	O/0.999975	R-B/0.000003	R-I/0.000023
入	CHN	入	O/0.999992	O/0.999992	R-B/0.000001	R-I/0.000007
手	CHN	手	O/0.999981	O/0.999981	R-B/0.000012	R-I/0.000006
术	CHN	木	O/0.999943	O/0.999943	R-B/0.000048	R-I/0.000009
室	CHN	宀	O/0.999946	O/0.999946	R-B/0.000004	R-I/0.000050
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
在	CHN	土	O/0.999395	O/0.999395	R-B/0.000605	R-I/0.000000
全	CHN	入	O/0.999693	O/0.999693	R-B/0.000024	R-I/0.000283
麻	CHN	麻	O/0.999872	O/0.999872	R-B/0.000019	R-I/0.000109
下	CHN	一	O/0.999941	O/0.999941	R-B/0.000005	R-I/0.000054
行	CHN	行	O/0.999949	O/0.999949	R-B/0.000034	R-I/0.000017
